,ParticipationDate,Progress,Duration_S,Duration_M,Finished,ResponseID,US_LatLong,HealthyAdult,Consent,CisMen_Caring,CisMen_WarmInRelations,CisMen_Empathetic,CisMen_Affectionate,CisMen_Friendly,CisMen_Just,CisMen_Fair,CisMen_Considerate,CisMen_Trustworthy,CisMen_Reliable,CisMen_SelfConfident,CisMen_GoodUnderPressure,CisMen_Persistent,CisMen_HasLeadershipQualities,CisMen_FeelSuperior,CisMen_Efficient,CisMen_Capable,CisMen_Competent,CisMen_Intelligent,CisMen_Clever,CisMen_DisplayOrder,CisWomen_Caring,CisWomen_WarmInRelations,CisWomen_Empathetic,CisWomen_Affectionate,CisWomen_Friendly,CisWomen_Just,CisWomen_Fair,CisWomen_Considerate,CisWomen_Trustworthy,CisWomen_Reliable,CisWomen_SelfConfident,CisWomen_GoodUnderPressure,CisWomen_Persistent,CisWomen_HasLeadershipQualities,CisWomen_FeelSuperior,CisWomen_Efficient,CisWomen_Capable,CisWomen_Competent,CisWomen_Intelligent,CisWomen_Clever,CisWomen_DisplayOrder,TransMen_Caring,TransMen_WarmInRelations,TransMen_Empathetic,TransMen_Affectionate,TransMen_Friendly,TransMen_Just,TransMen_Fair,TransMen_Considerate,TransMen_Trustworthy,TransMen_Reliable,TransMen_SelfConfident,TransMen_GoodUnderPressure,TransMen_Persistent,TransMen_HasLeadershipQualities,TransMen_FeelSuperior,TransMen_Efficient,TransMen_Capable,TransMen_Competent,TransMen_Intelligent,TransMen_Clever,TransMen_DisplayOrder,TransWomen_Caring,TransWomen_WarmInRelations,TransWomen_Empathetic,TransWomen_Affectionate,TransWomen_Friendly,TransWomen_Just,TransWomen_Fair,TransWomen_Considerate,TransWomen_Trustworthy,TransWomen_Reliable,TransWomen_SelfConfident,TransWomen_GoodUnderPressure,TransWomen_Persistent,TransWomen_HasLeadershipQualities,TransWomen_FeelSuperior,TransWomen_Efficient,TransWomen_Capable,TransWomen_Competent,TransWomen_Intelligent,TransWomen_Clever,TransWomen_DisplayOrder,NonBinary_Caring,NonBinary_WarmInRelations,NonBinary_Empathetic,NonBinary_Affectionate,NonBinary_Friendly,NonBinary_Just,NonBinary_Fair,NonBinary_Considerate,NonBinary_Trustworthy,NonBinary_Reliable,NonBinary_SelfConfident,NonBinary_GoodUnderPressure,NonBinary_Persistent,NonBinary_HasLeadershipQualities,NonBinary_FeelSuperior,NonBinary_Efficient,NonBinary_Capable,NonBinary_Competent,NonBinary_Intelligent,NonBinary_Clever,NonBinary_DisplayOrder,PersonallyEncountered_CisMen,PersonallyEncountered_CisWomen,PersonallyEncountered_TransMen,PersonallyEncountered_TransWomen,PersonallyEncountered_NonBinary,PersonallyEncountered_Order,MediaStories_CisMen,MediaStories_CisWomen,MediaStories_TransMen,MediaStories_TransWomen,MediaStories_NonBinary,MediaStories_Order,AttentionCheck,Essentialism_Discreteness,Essentialism_Naturalness,Essentialism_Immutability,Essentialism_Stability,Essentialism_Necessity,Essentialism_Uniformity,Essentialism_Informativeness,Essentialism_Inherence,Essentialism_Exclusivity,NfC_1,NfC_2,NfC_3,NfC_4,NfC_5,NfC_6,NfC_7,NfC_8,NfC_Order_FirstHalf,NfC_9,NfC_10,NfC_11,NfC_12,NfC_13,NfC_14,NfC_15,NfC_Order_SecondHalf,HighestEducation,Conservatism,Liberalism,Political_Order,SubjSES_US,SubjSES_Community,Confusion.in.Comment,SocialCategoryOrder,Essentialism_Order,QualityControl,Age_General,RacialIdentity_WhitePoC,GenderIdentity_General,Sexuality_Summary,AnnualPreTaxIncome_Categorical
93,11/8/2017,100,5148,85.8,1,3Dqo8GSH6LEVLeK,1,1,1,0,0,-1,0,0,-1,-1,0,1,1,1,2,1,2,1,1,1,1,1,1,Trustworthy|Affectionate|SelfConfident|Considerate|GoodUnderPressure|Reliable|Clever|Capable|HasLeadershipQualities|Friendly|FeelSuperior|Competent|WarmInRelations|Empathetic|Persistent|Fair|Just|Efficient|Caring|Intelligent,2,1,2,2,1,-1,0,2,-1,0,-1,-1,1,1,2,-2,2,0,1,-1,Persistent|Competent|Friendly|Empathetic|Affectionate|GoodUnderPressure|Fair|Efficient|Capable|Caring|Considerate|HasLeadershipQualities|Trustworthy|WarmInRelations|Intelligent|SelfConfident|Clever|FeelSuperior|Just|Reliable,2,2,2,2,2,1,1,2,2,0,-1,1,NA,2,0,1,1,1,1,1,GoodUnderPressure|Just|HasLeadershipQualities|Empathetic|Efficient|Affectionate|Clever|FeelSuperior|Friendly|Intelligent|Caring|Trustworthy|Reliable|Persistent|Considerate|SelfConfident|Competent|Fair|WarmInRelations|Capable,2,1,2,2,2,1,1,2,2,0,1,0,1,0,-1,-1,1,1,2,1,WarmInRelations|Friendly|Considerate|Capable|SelfConfident|Intelligent|Efficient|HasLeadershipQualities|FeelSuperior|Caring|Affectionate|Persistent|GoodUnderPressure|Clever|Just|Empathetic|Competent|Reliable|Fair|Trustworthy,2,0,2,2,0,1,2,1,2,1,NA,2,2,1,0,1,2,2,1,0,Capable|HasLeadershipQualities|Reliable|Persistent|Caring|Intelligent|GoodUnderPressure|WarmInRelations|Friendly|Efficient|FeelSuperior|Trustworthy|Just|Clever|Competent|SelfConfident|Considerate|Affectionate|Fair|Empathetic,3,3,1,1,1,TransWomen|CisWomen|NonBinary|CisMen|TransMen,3,3,2,2,2,CisMen|CisWomen|TransMen|TransWomen|NonBinary,1,2,7,6,5,1,4,7,1,8,1,1,1,5,6,2,2,6,4|5|7|6|1|8|3|2,3,5,2,4,3,2,6,10|9|12|14|13|11|15,4,3,5,Conservatism|Liberalism,5,7,0,Non-Binary|CisMen|TransMen|TransWomen|CisWomen,Naturalness|Necessity|Inherence|Discreteness|Immutability|Stability|Exclusivity|Informativeness|Uniformity,Keep,1,2,1,1,3
94,11/8/2017,100,261,4.35,1,3DWwkTXl8CvnGb7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Considerate|FeelSuperior|GoodUnderPressure|Affectionate|SelfConfident|Friendly|Competent|Capable|Trustworthy|Empathetic|Fair|Intelligent|Reliable|Persistent|Clever|Efficient|WarmInRelations|Just|Caring|HasLeadershipQualities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Affectionate|Fair|Friendly|Empathetic|Competent|Capable|Just|WarmInRelations|FeelSuperior|Persistent|HasLeadershipQualities|Considerate|Trustworthy|Caring|SelfConfident|GoodUnderPressure|Intelligent|Clever|Reliable|Efficient,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Friendly|Competent|Capable|Clever|Caring|Efficient|HasLeadershipQualities|Considerate|Persistent|Empathetic|Just|Trustworthy|Reliable|Fair|WarmInRelations|FeelSuperior|Affectionate|GoodUnderPressure|Intelligent|SelfConfident,0,-1,-1,NA,0,0,0,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,Fair|Affectionate|GoodUnderPressure|Persistent|Caring|HasLeadershipQualities|Intelligent|Friendly|Competent|SelfConfident|Just|Efficient|Clever|Capable|Considerate|Trustworthy|FeelSuperior|Reliable|WarmInRelations|Empathetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GoodUnderPressure|Caring|Intelligent|Persistent|Considerate|FeelSuperior|Reliable|Just|Competent|Affectionate|SelfConfident|HasLeadershipQualities|Trustworthy|Friendly|Fair|Capable|Clever|WarmInRelations|Empathetic|Efficient,3,3,0,0,0,CisMen|TransMen|TransWomen|CisWomen|NonBinary,3,3,2,2,2,CisWomen|NonBinary|TransMen|TransWomen|CisMen,1,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,8|2|5|7|1|6|3|4,4,3,4,4,4,3,3,14|15|12|13|10|11|9,3,6,1,Conservatism|Liberalism,5,5,0,TransWomen|TransMen|Non-Binary|CisWomen|CisMen,Naturalness|Necessity|Uniformity|Exclusivity|Immutability|Discreteness|Stability|Inherence|Informativeness,Keep,2,1,2,1,3
95,11/8/2017,100,522,8.7,1,3e46sHLVQeQcu9i,1,1,1,0,1,0,0,1,2,1,0,0,1,1,1,1,1,1,1,2,2,1,1,Clever|WarmInRelations|Capable|Empathetic|Fair|Persistent|Just|GoodUnderPressure|Reliable|Competent|HasLeadershipQualities|Friendly|Trustworthy|Affectionate|Intelligent|FeelSuperior|Efficient|SelfConfident|Considerate|Caring,2,2,2,2,1,1,2,2,1,1,0,0,1,1,1,1,1,1,1,1,Empathetic|Considerate|Intelligent|Just|Fair|Friendly|Caring|SelfConfident|Clever|Trustworthy|Competent|GoodUnderPressure|WarmInRelations|HasLeadershipQualities|Efficient|Persistent|Reliable|Affectionate|FeelSuperior|Capable,1,2,2,2,2,1,1,2,1,1,-1,-1,1,0,-1,1,1,1,1,1,Caring|FeelSuperior|Considerate|Affectionate|Competent|Intelligent|Friendly|SelfConfident|Capable|Empathetic|Trustworthy|Just|Efficient|Fair|WarmInRelations|GoodUnderPressure|Persistent|HasLeadershipQualities|Clever|Reliable,1,1,2,1,1,1,1,1,0,1,0,0,1,1,-1,2,1,1,1,1,Caring|Fair|Friendly|Efficient|Just|GoodUnderPressure|Capable|FeelSuperior|Persistent|Empathetic|HasLeadershipQualities|Competent|SelfConfident|Intelligent|Affectionate|Clever|Trustworthy|Considerate|WarmInRelations|Reliable,2,1,2,2,1,1,1,1,0,0,-1,-1,2,-1,-1,0,1,1,1,1,GoodUnderPressure|Empathetic|Just|Friendly|Caring|WarmInRelations|Efficient|Persistent|Capable|Trustworthy|Intelligent|Considerate|SelfConfident|Reliable|HasLeadershipQualities|Fair|Clever|Affectionate|Competent|FeelSuperior,3,3,1,1,1,CisWomen|NonBinary|TransMen|TransWomen|CisMen,3,3,2,1,0,TransWomen|TransMen|NonBinary|CisWomen|CisMen,1,2,7,7,6,1,5,3,2,3,4,4,2,6,4,6,5,5,5|6|8|2|3|7|1|4,5,6,4,6,4,5,6,11|13|14|10|9|12|15,5,6,3,Liberalism|Conservatism,5,6,0,Non-Binary|CisWomen|TransWomen|CisMen|TransMen,Informativeness|Naturalness|Necessity|Stability|Uniformity|Exclusivity|Inherence|Immutability|Discreteness,Keep,1,1,2,1,4
96,11/6/2017,100,6555,109.25,1,3ebnypKu29oHuJe,0,1,1,2,1,1,2,0,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,Competent|Persistent|Efficient|Reliable|Capable|Just|HasLeadershipQualities|Clever|Friendly|Affectionate|Trustworthy|Fair|SelfConfident|WarmInRelations|Considerate|FeelSuperior|Intelligent|GoodUnderPressure|Caring|Empathetic,2,1,2,2,1,1,2,2,2,2,1,1,2,1,0,2,1,2,1,0,Friendly|WarmInRelations|SelfConfident|Reliable|Empathetic|Clever|Capable|Affectionate|Efficient|Trustworthy|Persistent|Competent|Fair|GoodUnderPressure|Just|Considerate|Caring|FeelSuperior|HasLeadershipQualities|Intelligent,1,0,1,1,1,0,1,1,1,1,1,0,1,1,2,0,1,1,1,2,Just|Considerate|Persistent|Competent|Affectionate|Friendly|Efficient|Reliable|Empathetic|Clever|GoodUnderPressure|Capable|HasLeadershipQualities|WarmInRelations|Caring|SelfConfident|Intelligent|FeelSuperior|Trustworthy|Fair,1,1,0,1,0,0,0,1,2,1,2,1,1,1,1,2,1,1,1,1,Just|Intelligent|Capable|SelfConfident|Reliable|Trustworthy|HasLeadershipQualities|Friendly|WarmInRelations|Considerate|Empathetic|FeelSuperior|Competent|Caring|Clever|Affectionate|Fair|GoodUnderPressure|Persistent|Efficient,2,1,2,2,0,1,1,1,1,1,1,0,0,2,2,1,0,1,1,2,Capable|Reliable|Competent|Fair|GoodUnderPressure|Trustworthy|FeelSuperior|Just|Efficient|HasLeadershipQualities|WarmInRelations|Clever|Affectionate|Empathetic|Intelligent|Persistent|SelfConfident|Friendly|Considerate|Caring,3,3,0,0,1,TransMen|TransWomen|NonBinary|CisWomen|CisMen,3,3,1,1,1,TransMen|TransWomen|CisMen|CisWomen|NonBinary,1,2,6,6,6,2,5,6,5,5,5,5,3,5,3,6,6,4,4|5|6|3|8|7|1|2,2,5,6,6,4,6,5,11|12|14|9|13|10|15,3,7,1,Liberalism|Conservatism,6,6,0,CisWomen|TransMen|CisMen|TransWomen|Non-Binary,Uniformity|Naturalness|Immutability|Inherence|Stability|Informativeness|Exclusivity|Discreteness|Necessity,6 - Not un US - LatLong,1,1,1,1,4
97,11/6/2017,100,535,8.916666667,1,3EsCclYnXNmPdkG,1,1,1,1,2,2,1,2,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,Considerate|Capable|FeelSuperior|Efficient|SelfConfident|Reliable|Affectionate|Caring|Intelligent|Competent|Empathetic|Fair|Persistent|HasLeadershipQualities|Just|Friendly|GoodUnderPressure|Trustworthy|Clever|WarmInRelations,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Affectionate|Capable|Trustworthy|Fair|Persistent|Empathetic|FeelSuperior|Efficient|Considerate|Clever|HasLeadershipQualities|SelfConfident|Friendly|Reliable|Just|GoodUnderPressure|Intelligent|Competent|WarmInRelations|Caring,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Intelligent|Reliable|FeelSuperior|Affectionate|Clever|Fair|GoodUnderPressure|Friendly|Competent|Capable|Persistent|Trustworthy|SelfConfident|HasLeadershipQualities|WarmInRelations|Just|Considerate|Efficient|Caring|Empathetic,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Empathetic|Friendly|Persistent|Affectionate|Clever|Capable|Fair|WarmInRelations|Caring|Competent|Just|FeelSuperior|GoodUnderPressure|SelfConfident|Trustworthy|Efficient|Intelligent|Reliable|Considerate|HasLeadershipQualities,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Efficient|Persistent|Clever|Empathetic|Considerate|Fair|Intelligent|Affectionate|SelfConfident|Trustworthy|Competent|Capable|FeelSuperior|Caring|WarmInRelations|GoodUnderPressure|Friendly|Reliable|HasLeadershipQualities|Just,3,3,1,1,0,TransWomen|CisWomen|TransMen|NonBinary|CisMen,2,2,2,2,2,TransWomen|NonBinary|CisMen|CisWomen|TransMen,1,2,8,5,6,NA,1,2,0,1,2,2,1,6,1,4,4,5,1|4|5|2|6|3|7|8,1,6,4,5,5,5,6,12|11|15|9|13|14|10,3,1,7,Liberalism|Conservatism,4,4,0,TransMen|CisMen|CisWomen|TransWomen|Non-Binary,Inherence|Immutability|Stability|Informativeness|Naturalness|Discreteness|Exclusivity|Necessity|Uniformity,Keep,1,2,2,1,2
98,11/6/2017,100,394,6.566666667,1,3ffTSnpMG2leYr0,1,1,1,0,0,0,0,0,0,1,0,1,2,2,1,2,2,1,2,2,1,1,2,Affectionate|Friendly|Caring|Trustworthy|Fair|Intelligent|Reliable|Just|FeelSuperior|Efficient|Clever|Empathetic|Considerate|HasLeadershipQualities|WarmInRelations|Competent|SelfConfident|Persistent|GoodUnderPressure|Capable,1,2,2,2,2,0,0,2,0,0,0,-1,0,0,2,-1,0,0,0,0,Efficient|GoodUnderPressure|SelfConfident|Competent|HasLeadershipQualities|FeelSuperior|Persistent|Caring|Clever|Intelligent|Affectionate|Considerate|Fair|Friendly|Just|WarmInRelations|Reliable|Empathetic|Capable|Trustworthy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Competent|Trustworthy|HasLeadershipQualities|GoodUnderPressure|Considerate|Caring|Affectionate|Efficient|Friendly|Capable|Persistent|WarmInRelations|Empathetic|Reliable|Intelligent|Clever|SelfConfident|FeelSuperior|Just|Fair,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Capable|Intelligent|Trustworthy|WarmInRelations|Fair|Efficient|Affectionate|FeelSuperior|Reliable|SelfConfident|Clever|Just|Persistent|Friendly|Considerate|Empathetic|GoodUnderPressure|Caring|HasLeadershipQualities|Competent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,HasLeadershipQualities|WarmInRelations|Considerate|Caring|Empathetic|Persistent|FeelSuperior|SelfConfident|Affectionate|Just|Clever|GoodUnderPressure|Friendly|Fair|Capable|Reliable|Trustworthy|Competent|Efficient|Intelligent,3,3,0,0,0,TransMen|CisWomen|NonBinary|CisMen|TransWomen,3,3,3,3,3,NonBinary|TransWomen|CisMen|CisWomen|TransMen,1,0,8,8,8,1,7,4,2,0,1,1,1,3,1,3,2,1,3|2|5|8|6|1|4|7,2,2,2,3,2,2,3,15|14|9|10|13|12|11,2,6,1,Conservatism|Liberalism,5,5,0,TransWomen|CisMen|Non-Binary|CisWomen|TransMen,Inherence|Stability|Exclusivity|Naturalness|Necessity|Informativeness|Immutability|Uniformity|Discreteness,Keep,1,1,1,1,2
99,11/6/2017,100,420,7,1,3GdI5mWrqDUTZ2g,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Considerate|Competent|WarmInRelations|Trustworthy|Intelligent|FeelSuperior|Friendly|Clever|Caring|Affectionate|HasLeadershipQualities|SelfConfident|Capable|Efficient|Persistent|Just|GoodUnderPressure|Reliable|Fair|Empathetic,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,FeelSuperior|Intelligent|HasLeadershipQualities|Efficient|Affectionate|SelfConfident|Reliable|Friendly|Considerate|Trustworthy|Just|Fair|Caring|WarmInRelations|Empathetic|Competent|Capable|GoodUnderPressure|Persistent|Clever,2,2,2,2,2,2,2,2,2,2,0,2,2,2,-2,2,2,2,2,2,Capable|FeelSuperior|Friendly|HasLeadershipQualities|Just|Reliable|Persistent|Efficient|Empathetic|Considerate|Caring|Fair|WarmInRelations|Trustworthy|GoodUnderPressure|Affectionate|Intelligent|SelfConfident|Clever|Competent,2,2,2,2,2,2,2,2,2,2,0,2,2,2,-2,2,2,2,2,2,Efficient|SelfConfident|Considerate|GoodUnderPressure|FeelSuperior|Intelligent|Reliable|WarmInRelations|Just|Clever|Affectionate|Capable|Friendly|Competent|Persistent|Trustworthy|Caring|HasLeadershipQualities|Fair|Empathetic,2,2,2,2,2,2,2,2,2,2,1,2,2,2,-1,2,2,2,2,2,WarmInRelations|SelfConfident|Trustworthy|Considerate|Efficient|Empathetic|Just|Reliable|Capable|Clever|Competent|Fair|Friendly|GoodUnderPressure|FeelSuperior|Intelligent|Affectionate|Persistent|HasLeadershipQualities|Caring,3,3,2,2,1,CisWomen|NonBinary|TransMen|TransWomen|CisMen,3,3,2,2,1,CisWomen|CisMen|NonBinary|TransWomen|TransMen,1,7,6,7,2,1,2,2,6,7,4,5,2,5,6,5,5,6,2|8|3|6|1|4|5|7,2,6,5,5,3,6,5,12|14|9|10|13|15|11,5,2,6,Liberalism|Conservatism,6,5,0,CisWomen|Non-Binary|CisMen|TransMen|TransWomen,Immutability|Uniformity|Discreteness|Naturalness|Stability|Exclusivity|Informativeness|Necessity|Inherence,Keep,1,1,2,1,3
100,11/6/2017,100,861,14.35,1,3GlXFYxX2HagOch,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,Affectionate|Considerate|Empathetic|Reliable|GoodUnderPressure|Friendly|HasLeadershipQualities|Capable|Trustworthy|Fair|FeelSuperior|Efficient|Competent|SelfConfident|Just|Clever|Caring|WarmInRelations|Persistent|Intelligent,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Reliable|Efficient|Competent|Fair|Affectionate|Clever|SelfConfident|Just|Considerate|Trustworthy|WarmInRelations|Empathetic|Friendly|Capable|HasLeadershipQualities|FeelSuperior|Intelligent|GoodUnderPressure|Persistent|Caring,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WarmInRelations|Affectionate|Trustworthy|Persistent|Just|Friendly|SelfConfident|Empathetic|Considerate|Clever|Capable|Fair|Competent|GoodUnderPressure|Reliable|FeelSuperior|HasLeadershipQualities|Intelligent|Efficient|Caring,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Reliable|Friendly|HasLeadershipQualities|Empathetic|Efficient|Affectionate|WarmInRelations|FeelSuperior|SelfConfident|Considerate|Caring|Fair|Persistent|Competent|Capable|Trustworthy|Intelligent|GoodUnderPressure|Just|Clever,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,SelfConfident|Clever|Trustworthy|Friendly|HasLeadershipQualities|Considerate|Intelligent|Affectionate|Capable|Efficient|Persistent|Caring|GoodUnderPressure|Empathetic|Reliable|Competent|Fair|WarmInRelations|FeelSuperior|Just,3,3,0,1,0,NonBinary|CisMen|TransMen|TransWomen|CisWomen,3,3,1,2,0,CisWomen|TransMen|TransWomen|NonBinary|CisMen,1,4,8,6,8,1,4,6,4,4,5,4,2,5,6,5,5,4,7|5|4|1|3|6|2|8,3,4,5,5,5,6,4,9|14|11|13|10|12|15,3,3,6,Conservatism|Liberalism,3,5,0,TransWomen|CisMen|CisWomen|Non-Binary|TransMen,Immutability|Discreteness|Informativeness|Exclusivity|Necessity|Naturalness|Uniformity|Stability|Inherence,5 - Not In US - Zip Code,1,2,2,1,2
101,11/8/2017,100,740,12.33333333,1,3hbB8AzreJhtInX,1,1,1,0,0,0,1,0,0,0,0,1,2,2,2,2,2,1,2,2,2,1,1,WarmInRelations|Clever|Affectionate|Efficient|Empathetic|HasLeadershipQualities|Just|Friendly|Persistent|Capable|Competent|Trustworthy|Caring|Reliable|Fair|GoodUnderPressure|FeelSuperior|Considerate|SelfConfident|Intelligent,2,2,2,2,2,2,2,2,1,2,0,1,0,0,1,1,1,1,1,0,Friendly|Fair|Considerate|Capable|Trustworthy|Persistent|Competent|FeelSuperior|Caring|WarmInRelations|Affectionate|Clever|SelfConfident|HasLeadershipQualities|GoodUnderPressure|Reliable|Intelligent|Empathetic|Just|Efficient,0,1,1,1,1,1,0,0,0,2,1,2,2,2,1,2,2,2,1,1,Reliable|WarmInRelations|Competent|Caring|HasLeadershipQualities|FeelSuperior|Friendly|Intelligent|Fair|Clever|Empathetic|Affectionate|Capable|Just|GoodUnderPressure|SelfConfident|Efficient|Trustworthy|Persistent|Considerate,1,2,2,2,1,1,1,2,1,1,0,1,2,1,0,0,1,2,1,1,FeelSuperior|Just|HasLeadershipQualities|Reliable|GoodUnderPressure|Fair|Efficient|Intelligent|Competent|Clever|Empathetic|Considerate|Caring|Friendly|Capable|Persistent|Affectionate|Trustworthy|SelfConfident|WarmInRelations,2,1,2,1,1,1,2,2,1,1,1,1,1,1,0,1,2,1,2,1,Fair|Considerate|Persistent|Efficient|Clever|Friendly|WarmInRelations|Just|HasLeadershipQualities|Competent|Empathetic|Capable|Intelligent|Reliable|Caring|FeelSuperior|Trustworthy|GoodUnderPressure|Affectionate|SelfConfident,3,3,1,2,1,CisMen|CisWomen|TransMen|NonBinary|TransWomen,3,3,2,2,2,TransWomen|NonBinary|TransMen|CisMen|CisWomen,1,2,6,7,5,1,5,5,3,1,5,1,5,1,1,1,2,1,6|7|4|5|3|8|2|1,1,1,1,1,2,5,2,15|11|12|10|9|13|14,7,2,5,Liberalism|Conservatism,7,7,0,Non-Binary|CisWomen|TransWomen|TransMen|CisMen,Immutability|Inherence|Uniformity|Naturalness|Exclusivity|Necessity|Discreteness|Informativeness|Stability,Keep,2,1,1,1,5
102,11/6/2017,100,652,10.86666667,1,3hgaWQqGW8jUnZZ,0,1,1,0,1,1,0,0,1,1,0,1,1,1,2,0,2,0,2,1,1,1,0,WarmInRelations|HasLeadershipQualities|Just|Persistent|Reliable|Caring|Trustworthy|GoodUnderPressure|Empathetic|Friendly|Intelligent|Affectionate|SelfConfident|Clever|Fair|FeelSuperior|Competent|Efficient|Capable|Considerate,0,2,0,1,0,0,0,1,2,0,1,1,1,1,0,1,0,1,1,1,Competent|FeelSuperior|SelfConfident|Trustworthy|Efficient|Reliable|GoodUnderPressure|Empathetic|Affectionate|Fair|HasLeadershipQualities|Capable|Clever|Just|Considerate|Caring|Persistent|WarmInRelations|Intelligent|Friendly,0,1,2,0,1,1,0,0,1,0,1,1,1,2,1,0,1,1,2,2,Affectionate|Friendly|Clever|Competent|Reliable|Just|HasLeadershipQualities|FeelSuperior|Caring|SelfConfident|Considerate|Fair|GoodUnderPressure|WarmInRelations|Empathetic|Persistent|Efficient|Capable|Intelligent|Trustworthy,1,0,1,0,2,1,1,1,1,1,0,0,2,2,1,2,1,0,1,1,Competent|Intelligent|FeelSuperior|Capable|GoodUnderPressure|Empathetic|Efficient|Trustworthy|SelfConfident|Fair|Persistent|Reliable|WarmInRelations|Caring|HasLeadershipQualities|Considerate|Affectionate|Just|Friendly|Clever,0,1,1,1,0,1,0,2,1,1,0,1,2,1,0,2,2,0,1,1,Friendly|Reliable|Considerate|Intelligent|Fair|Clever|Caring|WarmInRelations|Competent|HasLeadershipQualities|Capable|Just|SelfConfident|Empathetic|Efficient|Affectionate|FeelSuperior|Trustworthy|Persistent|GoodUnderPressure,2,3,1,2,1,CisMen|TransMen|NonBinary|TransWomen|CisWomen,1,2,1,1,2,TransMen|NonBinary|TransWomen|CisWomen|CisMen,1,6,6,5,6,7,7,7,7,5,4,4,4,5,5,4,5,5,3|4|2|5|1|7|6|8,4,3,4,5,5,4,5,14|15|9|13|11|10|12,6,6,6,Conservatism|Liberalism,7,8,0,CisWomen|CisMen|TransWomen|TransMen|Non-Binary,Exclusivity|Immutability|Necessity|Discreteness|Informativeness|Stability|Uniformity|Naturalness|Inherence,5 - Not In US - Zip Code,1,2,1,2,3
103,11/8/2017,100,200,3.333333333,1,3hhjgpyUKtX8fxo,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,Caring|Capable|Clever|FeelSuperior|Reliable|Fair|Intelligent|SelfConfident|Competent|Empathetic|HasLeadershipQualities|Affectionate|WarmInRelations|Persistent|Friendly|Efficient|Trustworthy|GoodUnderPressure|Just|Considerate,2,1,2,2,2,1,1,2,1,2,2,1,2,2,0,2,1,1,1,1,Efficient|Considerate|HasLeadershipQualities|Reliable|Just|GoodUnderPressure|Intelligent|SelfConfident|Persistent|Trustworthy|Caring|Affectionate|Competent|Empathetic|Friendly|WarmInRelations|FeelSuperior|Fair|Clever|Capable,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,Competent|WarmInRelations|Intelligent|SelfConfident|Persistent|Capable|Affectionate|Fair|Clever|FeelSuperior|Efficient|Caring|Trustworthy|Just|Friendly|HasLeadershipQualities|Reliable|GoodUnderPressure|Considerate|Empathetic,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,Clever|Persistent|Intelligent|WarmInRelations|Friendly|Caring|Considerate|SelfConfident|Affectionate|HasLeadershipQualities|Just|Fair|Capable|Trustworthy|GoodUnderPressure|Empathetic|Competent|Efficient|Reliable|FeelSuperior,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,FeelSuperior|HasLeadershipQualities|Considerate|Clever|Reliable|Caring|Capable|GoodUnderPressure|Intelligent|Fair|SelfConfident|Trustworthy|Just|Friendly|Persistent|Competent|Efficient|Affectionate|WarmInRelations|Empathetic,3,3,0,0,0,NonBinary|CisWomen|TransMen|CisMen|TransWomen,3,3,3,3,3,CisMen|TransMen|CisWomen|NonBinary|TransWomen,1,5,4,4,4,2,4,4,3,4,1,1,1,6,2,6,2,1,1|5|6|8|7|2|4|3,2,1,1,5,1,2,3,15|11|14|10|13|9|12,3,3,NA,Conservatism|Liberalism,5,5,0,CisWomen|TransMen|Non-Binary|TransWomen|CisMen,Discreteness|Naturalness|Immutability|Exclusivity|Stability|Inherence|Uniformity|Necessity|Informativeness,Keep,1,2,1,1,NA
